"Name","Industry","annual_sales","annual_profit","latest_quarter_sales","latest_quarter_profit","q_sales_growth_pct","total_assets","total_debt","roe","stock_price"
"Shivam Autotech","Auto Ancillaries","469.66","-50.19","123.74","-7.82","7.19","564.68","210.81","-62.67","40.54"
"Shivansh Finserv","Finance & Investments","0.46","0.05","0.46","0.03","0","32.51","25.6","0.74","4.62"
"Shoora Designs","Diamond Cutting / Jewellery","4.44","-0.04","3.6","-0.08","0","3.49","0.0","-2.52","46.0"
"Shoppers Stop","Textiles - Products","4316.59","77.25","1046.34","23.18","13.25","5294.44","2784.54","32.1","747.55"
"Shraddha Prime","Construction","83.81","6.56","30.68","-6.68","257.16","213.69","103.5","23.29","114.45"
"Shradha AI Tech","Trading","17.27","6.39","3.96","1.84","8.79","58.56","0.29","13.14","91.9"
"Shradha Infrapr.","Construction","110.45","20.02","30.32","9.15","-32.83","287.89","151.58","22.55","139.0"
"Shree Bhavya","Textiles - Processing","170.59","1.93","50.51","0.73","-6.1","154.71","57.59","6.02","20.89"
"Shree Cement","Cement - North India","20520.98","2396.16","5432.81","675.75","6.52","27953.47","1655.55","12.18","28214.8"
"Shree Ganesh Bio","Pharmaceuticals - Indian - Bulk Drugs & Formln","20.28","0.62","3.78","0.54","-52.63","73.62","0.0","0.99","1.17"
"Shree Ganesh Rem","Pharmaceuticals - Indian - Bulk Drugs & Formln","125.9","28.12","37.33","12.59","26.07","170.94","36.45","26.65","813.0"
"Shree Hanuman Sg","Sugar","0.0","-0.26","0.0","-0.03","0","239.03","55.75","-0.17","16.57"
"Shree Karni","Textiles - Products","137.08","15.39","76.07","13.36","0","163.97","79.38","0","610.0"
"Shree Marutinand","Trading","91.78","2.63","49.01","1.18","0","32.69","5.9","97.01","217.0"
"Shree Metalloys","Trading","94.54","0.51","27.43","0.21","16.48","8.99","0.0","5.98","36.72"
"Shree Mfg. Co.","Textiles - Cotton/Blended","0.0","-0.34","0.0","-0.27","0","0.04","2.03","0","15.78"
"Shree OSFM","Miscellaneous","118.19","8.1","55.72","2.23","0","42.04","9.21","39.61","169.95"
"Shree Pacetronix","Healthcare","22.04","3.36","6.65","1.43","-11.57","21.75","4.38","29.6","222.0"
"Shree Precoated","Construction","0.0","-0.58","0.0","-0.17","0","5.4","0.0","0","15.0"
"Shree Ram Prote.","Solvent Extraction","14.77","-9.58","0.0","-3.32","-100.0","98.26","36.94","-18.68","1.18"
"Shree Rama News.","Miscellaneous","47.04","-48.36","13.0","-15.14","-2.84","599.99","363.98","-28.29","19.97"
"Shree Securities","Finance & Investments","0.71","-59.37","0.07","-59.88","16.67","9.6","0.0","-82.93","0.36"
"Shree Tirupati","Packaging","161.11","14.11","85.64","3.34","0","159.14","73.52","22.02","694.55"
"Shree Vasu Logis","Miscellaneous","123.07","3.12","31.19","0.2","22.12","143.63","47.08","10.36","239.88"
"Shreeji Translog","Miscellaneous","250.5","16.28","61.08","2.1","19.98","120.41","46.76","33.65","26.41"
"Shreeoswal Seeds","Miscellaneous","269.03","-4.16","43.42","-3.51","65.28","124.06","63.86","-9.84","27.69"
"Shreeshay Engi.","Construction","18.13","1.09","18.03","1.05","0","44.21","0.0","4.81","29.77"
"Shreevatsaa Fin.","Finance & Investments","0.87","0.44","0.22","0.16","4.76","22.58","0.0","1.99","23.0"
"Shrenik","Trading","34.19","-108.95","5.99","-108.37","-50.08","2.6","124.25","0","1.16"
"Shreyans Inds.","Paper","699.17","87.42","167.52","14.9","-26.39","560.05","34.04","25.53","274.35"
"Shreyas Interm.","Dyes And Pigments","0.0","-1.58","0.0","-0.12","0","27.7","7.74","-9.42","11.14"
"Shreyas Shipping","Shipping","282.39","-51.01","89.62","2.38","10.52","1247.06","405.24","-6.4","336.25"
"Shri Balaji","Engineering","82.56","8.33","45.3","4.37","0","84.51","30.76","104.67","244.05"
"Shri Gang Indus","Breweries & Distilleries","265.73","14.79","51.08","1.14","4.82","163.02","128.17","0","73.69"
"Shri Keshav","Cement - South India","126.45","9.13","36.02","2.41","12.84","355.97","192.92","14.6","201.1"
"Shri Krishna","Construction","25.45","4.45","6.7","1.32","-62.57","195.6","50.34","5.6","34.7"
"Shri Techtex","Textiles - Products","76.38","12.28","34.76","7.05","0","100.06","11.27","40.77","62.0"
"Shri Vasuprada","Tea","107.62","-6.59","15.93","-7.31","10.32","214.0","58.57","-15.87","96.0"
"Shri Venkatesh","Solvent Extraction","575.23","15.03","287.94","7.63","-22.03","236.98","124.04","22.73","129.05"
"Shricon Indus.","Construction","0.57","0.87","0.24","0.19","0","4.37","0.01","-2.57","118.75"
"Shriram AMC","Finance & Investments","8.01","-6.86","2.0","-2.4","40.85","80.11","0.59","-9.28","381.5"
"Shriram Finance","Finance & Investments","36379.52","7398.89","9904.3","2021.28","24.33","248265.94","195496.08","15.93","2929.4"
"Shriram Pistons","Auto Ancillaries","3089.33","438.66","855.56","116.46","22.05","3138.24","486.6","25.41","1901.05"
"Shriram Properti","Construction","864.53","75.38","302.24","20.12","156.46","3770.77","650.29","6.09","112.3"
"Shristi Infra","Construction","115.38","-40.18","-31.36","16.03","-173.48","710.15","413.59","0","41.83"
"Shrydus Indust.","Finance & Investments","9.45","0.52","1.5","0.05","-53.99","16.89","10.91","13.2","18.7"
"Shubham Polyspin","Textiles - Products","49.15","0.86","13.36","0.22","24.05","28.17","9.0","5.77","24.85"
"Shubhlaxmi Jewel","Trading","68.36","1.22","41.64","0.29","0","35.88","10.55","6.8","33.5"
"Shukra Bullions","Diamond Cutting / Jewellery","0.59","0.02","0.59","0.15","-3.28","7.31","0.0","1.39","27.89"
"Shukra Jewellery","Construction","4.78","0.06","3.13","0.11","67.38","42.01","0.61","0.17","4.92"
"Shukra Pharma.","Pharmaceuticals - Indian - Formulations","74.57","18.54","10.88","3.99","-76.48","77.84","3.16","44.71","109.2"
"Shyam Century","Mining / Minerals / Metals","138.09","0.73","40.77","-1.71","-38.53","179.29","2.63","0.45","17.25"
"Shyam Metalics","Steel - Large","13195.22","1029.0","3606.2","219.94","5.2","14423.83","596.91","12.24","680.95"
"Shyam Telecom","Trading","0.0","-3.13","0.0","-1.84","0","19.54","0.0","0","15.73"
"Shyama Infosys","Computers - Software - Medium / Small","0.21","0.11","0.06","0.08","50.0","10.04","0.0","1.11","6.69"
"Shyamkamal Inv","Finance & Investments","0.0","-0.21","0.0","-0.28","0","2.3","0.0","-10.77","13.15"
"Sibar Auto Parts","Auto Ancillaries","19.88","-1.39","4.88","-0.47","-21.92","23.3","1.25","-13.08","13.41"
"Sicagen India","Trading","795.45","10.49","221.23","3.07","-2.72","698.62","120.73","2.33","63.15"
"Sical Logistics","Miscellaneous","221.09","-28.29","44.22","-14.93","-53.51","765.67","507.25","-113.11","170.2"
"Siddha Ventures","Finance & Investments","0.29","0.79","0.0","0.66","0","40.91","0.0","1.96","9.59"
"Siddhes. Garment","Trading","0.0","0.01","0.0","0.02","0","27.46","0.0","0.04","14.0"
"Siddhika Coatins","Miscellaneous","36.82","4.44","20.79","2.36","0","38.93","0.0","17.29","295.0"
"Siel Fin. Serv.","Finance & Investments","0.0","-0.18","0.0","-0.18","0","0.08","5.44","0","49.79"
"Siemens","Electric Equipment","19604.2","2317.5","5313.8","896.4","19.0","22386.5","163.1","15.36","7809.5"
"Sigachi Indust.","Pharmaceuticals - Indian - Bulk Drugs & Formln","398.96","57.27","104.13","15.17","43.79","694.16","122.6","16.38","60.45"
"Sigma Solve","Computers - Software - Medium / Small","65.05","19.33","16.22","5.32","18.57","40.0","4.84","50.12","404.0"
"SignatureGlobal","Construction","1240.55","16.32","694.36","41.25","-1.46","8473.34","1933.33","4.8","1421.1"
"Signet Industrie","Plastics Products","1213.04","15.45","344.13","3.44","10.11","767.92","335.66","7.24","89.5"
"Signoria Creatio","Textiles - Products","19.54","2.41","13.01","1.76","0","31.2","10.11","41.34","131.85"
"Signpost India","Miscellaneous","387.45","44.05","103.43","17.75","-36.44","475.62","154.44","26.14","287.85"
"Sika Interplant","Engineering","106.03","19.36","37.16","6.05","97.24","122.01","0.0","19.59","3274.0"
"Sikko Industries","Pesticides / Agrochemicals - Indian","61.29","4.06","14.27","0.65","102.41","51.67","5.89","15.71","88.01"
"Sikozy Realtors","Construction","0.0","-0.14","0.0","-0.04","0","0.5","0.13","-46.67","0.98"
"SIL Investments","Finance & Investments","50.96","30.01","5.61","2.02","-72.08","2422.74","0.0","1.51","557.9"
"Silgo Retail","Diamond Cutting / Jewellery","35.03","3.15","10.13","0.94","-24.01","63.34","6.79","7.43","37.02"
"Silicon Rental","Miscellaneous","63.25","12.9","39.11","5.77","0","76.79","5.85","25.33","162.0"
"Silicon Valley","Finance & Investments","0.0","-0.24","0.0","0.0","0","1.5","0.0","0","0.03"
"Silkflex","Trading","59.58","3.93","35.84","2.17","0","38.92","16.91","48.1","59.0"
"Silly Monks","Entertainment / Electronic Media Software","22.19","0.0","5.37","0.24","67.29","11.19","0.55","0.0","18.66"
"Silver Oak (I)","Breweries & Distilleries","0.01","-0.88","0.01","0.79","-50.0","29.19","8.24","-11.65","72.5"
"Silver Pearl","Hotels","1.12","0.1","0.78","0.2","0","13.96","0.0","0.74","9.5"
"Silver Touch","Computers - Software - Medium / Small","227.27","16.06","78.8","6.32","79.34","172.09","10.98","15.44","733.65"
"Silveroak Comm","Construction","4.42","-7.83","0.0","-0.14","-100.0","17.44","12.08","-3559.09","3.55"
"Simbhaoli Sugar","Sugar","1173.35","-12.07","345.38","35.16","-4.57","1962.09","1010.78","0","33.1"
"Simm. Marshall","Fasteners","192.04","3.26","48.27","0.65","5.76","160.8","84.24","6.34","117.0"
"Simplex Castings","Castings & Forgings","122.13","2.39","31.47","1.26","-29.19","147.85","71.76","4.62","195.0"
"Simplex Infra","Construction","1388.47","-72.27","360.75","163.72","-23.81","10413.72","7179.93","-27.13","131.1"
"Simplex Mills","Trading","0.0","-0.14","0.0","-0.04","0","6.97","2.52","0","3451.1"
"Simplex Papers","Trading","0.0","0.11","0.0","-0.03","0","1.65","12.44","0","1875.0"
"Simplex Realty","Construction","1.76","5.18","0.3","0.61","30.43","122.22","0.0","1.54","160.0"
"Simran Farms","Miscellaneous","486.42","0.4","138.42","0.19","34.32","139.17","35.3","1.23","132.45"
"Sinclairs Hotels","Hotels","55.88","20.54","14.82","5.32","10.51","129.37","10.19","16.02","117.0"
"Sindhu Trade","Miscellaneous","1686.06","70.77","445.69","-101.97","16.98","4657.39","1016.75","5.01","21.12"
"Singer India","Engineering","425.41","4.5","113.48","2.33","-1.0","248.86","1.57","2.89","89.51"
"Sinnar Bidi Udy.","Miscellaneous","4.8","0.12","1.24","-0.11","-3.12","8.65","0.0","2.72","719.8"
"Sintercom India","Auto Ancillaries","87.71","1.15","23.49","0.47","19.36","180.25","33.52","1.15","137.85"
"Sintex Plastics","Plastics Products","0.59","-555.33","0.0","0.0","-100.0","0.66","140.58","-976.65","1.06"
"Sir Shadi Lal","Sugar","462.15","-9.19","185.84","17.84","-2.75","1074.55","319.47","-1.94","374.75"
"Sirca Paints","Trading","311.72","51.44","82.63","12.51","21.03","350.93","0.0","17.92","325.0"
"Sirohia & Sons","Trading","0.0","-0.05","0.0","-0.03","0","28.17","0.0","-0.18","10.16"
"SIS","Miscellaneous","12261.43","190.04","3137.63","-11.67","4.74","5937.99","1658.04","7.9","447.75"
"Sita Enterprises","Finance & Investments","3.17","2.82","0.51","0.43","292.31","14.53","0.0","21.78","52.28"
"Siti Networks","Entertainment / Electronic Media Software","1294.31","-354.96","322.66","-72.9","-3.82","1410.32","919.18","0","0.65"
"Siyaram","Mining / Minerals / Metals","412.99","7.52","197.93","3.28","0","170.33","59.33","16.2","73.49"
"Siyaram Silk","Textiles - Processing","2087.18","184.68","646.37","68.99","-6.97","1605.56","174.94","16.19","516.65"
"Sizemasters Tech","Auto Ancillaries","12.74","1.57","3.59","0.49","452.31","27.55","12.26","14.73","238.0"
"SJ Corp","Diamond Cutting / Jewellery","15.55","0.01","2.17","-0.09","-78.32","8.86","0.0","0.11","41.89"
"SJS Enterprises","Plastics Products","627.8","85.38","186.79","27.18","75.27","789.63","84.21","17.31","785.95"
"SJVN","Power Generation And Supply","2579.37","911.44","482.91","61.08","-4.14","39191.25","20323.2","6.09","132.4"
"SKF India","Bearings","4570.13","551.77","1203.4","174.81","9.93","3651.49","11.76","21.96","6646.4"
"SKIL Infrastr","Construction","0.0","845.29","0.0","-4.47","0","3195.12","1955.55","0","6.2"
"Skipper","Engineering","3282.04","74.68","1153.51","23.9","75.48","3138.27","592.49","9.0","357.9"
"SKM Egg Prod.","Food - Processing - Indian","701.13","85.4","162.28","10.05","-13.07","469.17","146.15","36.21","261.55"
"SKP Bearing","Bearings","51.66","10.68","0","0","0","0","0","0","226.25"
"SKP Securities","Finance & Investments","30.88","8.65","9.07","2.85","65.81","71.79","0.0","22.89","145.0"
"Sky Gold","Diamond Cutting / Jewellery","1745.48","40.48","513.38","13.61","90.2","585.64","310.06","23.66","1661.1"
"Sky Industries","Textiles - Products","81.66","4.14","20.6","1.0","17.45","62.13","12.81","10.88","88.22"
"Skyline Millars","Construction","0.0","-0.99","0.0","-0.19","0","27.23","0.0","-3.76","25.2"
"Skyline Ventures","Trading","0.0","-0.62","0.0","-0.17","0","5.52","1.09","-14.4","14.71"
"Slone","Computers - Hardware","60.69","4.19","40.45","2.06","0","20.87","1.57","198.58","165.0"
"SM Auto Stamping","Auto Ancillaries","67.56","3.0","31.13","1.76","0","31.96","5.52","16.19","50.0"
"Smart Finsec","Finance & Investments","25.07","2.37","0.84","0.53","-80.65","14.6","0.0","17.79","14.57"
"Smartlink Hold.","Finance & Investments","209.18","7.06","78.77","8.68","57.6","271.18","31.63","3.78","281.85"
"SMC Global Sec.","Finance & Investments","1642.5","188.28","509.68","66.24","67.82","4746.6","1466.82","18.46","162.95"
"SMIFS Cap. Mkt.","Finance & Investments","234.1","2.41","7.05","0.66","-30.27","132.2","0.09","1.96","54.8"
"Smiths & Founder","Castings & Forgings","11.66","0.63","3.13","0.27","15.07","22.94","2.24","3.39","5.09"
"SML ISUZU","Automobiles - LCVs / HCVs","2195.93","107.88","679.6","52.32","16.53","1212.52","421.27","46.55","2088.0"
"Smruthi Organic","Pharmaceuticals - Indian - Bulk Drugs","127.64","3.59","39.66","1.52","7.83","118.19","11.7","5.21","165.8"
"SMS Lifesciences","Pharmaceuticals - Indian - Bulk Drugs & Formln","305.96","6.32","89.99","6.47","41.21","390.52","100.72","3.66","842.7"
"SMS Pharma.","Pharmaceuticals - Indian - Bulk Drugs","709.26","49.42","245.8","15.92","64.49","1068.25","280.77","9.28","231.6"
"SMVD Poly Pack","Plastics Products","24.79","-53.78","1.56","1.55","0","9.71","28.07","-24.26","12.1"
"SNL Bearings","Bearings","47.69","7.82","11.46","2.07","1.15","66.52","0.1","13.77","371.0"
"Snowman Logistic","Miscellaneous","503.37","12.71","126.54","2.15","12.63","746.42","277.8","3.03","77.19"
"Sobha","Construction","3096.95","49.11","762.86","7.03","-36.95","13696.49","1939.73","1.96","1963.45"
"Sobhagya Mercant","Diversified - Medium / Small","120.11","11.58","32.76","3.94","-28.24","87.0","13.76","27.98","29.58"
"Sofcom Systems","Computers - Software - Medium / Small","0.39","0.06","0.11","0.06","-91.85","5.42","0.0","18.62","33.62"
"Softrak Venture","Finance & Investments","0.06","2.16","0.0","2.15","-100.0","46.09","0.0","4.88","13.9"
"Softsol India","Computers - Software - Medium / Small","74.64","10.89","21.04","2.6","12.09","203.62","0.0","3.02","354.95"
"Softtech Enginee","Computers - Software - Medium / Small","78.78","3.33","22.36","1.23","21.92","195.03","38.51","2.98","383.9"
"Solar Industries","Chemicals","6069.52","875.23","1610.71","242.71","-16.48","5577.04","1137.84","30.9","10022.45"
"Solara Active","Pharmaceuticals - Indian - Bulk Drugs & Formln","1288.92","-566.96","299.43","-255.45","-21.33","2350.96","1011.5","-33.47","581.25"
"Solex Energy","Electric Equipment","365.92","8.73","272.89","8.01","0","211.96","96.16","23.2","1480.0"
"Solid Stone Co","Trading","24.02","0.85","7.28","0.29","-15.45","54.24","18.05","4.0","33.8"
"Solitaire Mach.","Engineering","20.86","1.8","6.62","0.67","-18.67","27.7","2.03","9.93","108.6"
"Som Datt Finance","Finance & Investments","15.03","12.1","3.62","2.74","1306.67","35.69","0.0","41.15","114.35"
"Som Distilleries","Breweries & Distilleries","1280.67","86.5","381.6","19.99","51.09","1169.48","166.47","18.46","113.75"
"Soma Papers","Paper","0.0","-0.36","0.0","-0.45","0","0.29","0.05","-87.8","74.99"
"Soma Textiles","Trading","5.73","21.1","1.03","19.28","-62.95","111.5","1.62","1.95","33.5"
"Somany Ceramics","Ceramics - Tiles / Sanitaryware","2591.35","99.38","737.52","33.88","8.58","1983.79","377.52","13.04","828.9"
"Somi Conv.Belt.","Miscellaneous","102.11","4.55","38.44","1.88","-0.9","110.45","15.22","6.62","191.9"
"Sona BLW Precis.","Auto Ancillaries","2893.11","484.48","793.4","130.59","13.51","3585.28","387.81","20.06","650.4"
"Sona Machinery","Engineering","95.3","10.47","56.78","7.55","0","85.81","0.97","91.92","210.0"
"Sonal Adhesives","Packaging","100.65","1.85","26.68","0.27","21.33","33.12","7.3","29.46","78.0"
"Sonal Mercantile","Finance & Investments","39.32","24.2","10.26","7.32","14.38","620.61","290.62","8.02","112.0"
"Sonalis Consumer","Trading","4.08","0.02","0.63","-0.29","0","10.29","1.97","0.71","67.46"
"Sonam","Miscellaneous","87.64","5.52","22.28","1.68","28.12","86.15","22.16","10.14","39.61"
"Sonata Software","Computers - Software - Medium / Small","8613.06","308.5","2191.61","110.36","14.53","5149.12","765.46","30.32","609.0"
"Soni Medicare","Healthcare","28.53","-1.68","7.15","-0.89","17.99","19.66","9.78","-68.43","25.75"
"Sonu Infratech","Construction","90.4","2.88","70.43","1.77","0","95.99","32.15","12.84","67.9"
"Sotac Pharma.","Pharmaceuticals - Indian - Bulk Drugs & Formln","103.83","4.28","52.19","2.55","30.99","105.33","24.86","22.56","136.75"
"Source Industrie","Textiles - Processing","0.07","-0.15","0.02","-0.01","100.0","4.58","0.22","-3.44","2.53"
"Source Natural","Pharmaceuticals - Indian - Bulk Drugs & Formln","27.3","1.74","6.83","0.32","0.0","23.65","0.0","9.52","183.75"
"South Asian Ent.","Trading","5.17","-1.37","1.19","-0.42","-17.36","7.17","4.16","-19.38","51.97"
"South Ind.Bank","Banks - Private Sector","8612.8","1070.08","2274.67","287.56","15.29","107698.18","98645.2","16.03","27.05"
"South West Pinn.","Mining / Minerals / Metals","133.33","7.08","45.0","2.24","18.42","237.72","92.65","5.85","119.8"
"South. Magnesium","Mining / Minerals / Metals","9.47","3.33","2.65","0.76","47.22","13.0","2.44","41.34","221.0"
"Southern Infosys","Trading","18.56","0.28","8.43","0.2","83.26","26.6","0.0","5.04","20.02"
"Southern Latex","Textiles - Products","0.0","0.24","0.0","0.21","0","6.66","0.01","3.74","30.0"
